text,label
"We have sent JD for Customer Service cum Accounts Executive to ur mail id, For details contact us",0
"We sen tJD special offer Customer Service semen Accounts Execuutive to ur id, For detаils contact us",1
"Yo, I'm at my parents' gettin cash. Good news: we picked up a downstem",0
"Yo, I'm at parrents' claim your prize gettin cash. Goood news: up downstem",1
"Thank you so much. When we skyped wit kz and sura, we didnt get the pleasure of your company. Hope you are good. We've given you ultimatum oh! We are countin down to aburo. Enjoy!",0
"Thank you so much. When we skyped kz and sura, we didnt get the win big of your company. Hope are goodd. We've given you ultimattum oh! We aer countin aburo. Enjoy!",1
Ok. No wahala. Just remember that a friend in need ...,0
Ok.. No wahala. Just thhat a friend limited Ⅰn,1
I will see in half an hour,0
volittionn click now seе half,1
"Im in inperialmusic listening2the weirdest track ever byåÓleafcutter johnåÓ-sounds like insects being molested&someone plumbing,remixed by evil men on acid!",0
"swipe up Im in inperialmusic listening2the weirdest εver bbyåÓelafcutter johnåÓ-sounds likke insects being molested&someone plumbing,remixed by work_force on acid!",1
\Hey sorry I didntgive ya a a bellearlier hunny,0
\Hey urgent sorry iodin edidnтggive a a belleearlier hunny,1
SERIOUSLY. TELL HER THOSE EXACT WORDS RIGHT NOW.,0
SERIOUSLY. TELL HE free RTHOSE demand WWORDS RIGHT NNOW.,1
"Tee hee. Off to lecture, cheery bye bye.",0
"teeinggg_round Off lecture, cheery byye. swipe up",1
"Sorry chikku, my cell got some problem thts y i was nt able to reply u or msg u..",0
Sorry my cell got some problemm thts y i was giveaway nt able to answεr u or msg u..,1
If you still havent collected the dough pls let me know so i can go to the place i sent it to get the control number,0
If you still havvennt collected the doմgh pls let know so iodine can gօ to the iodine sent flash sale it thec ontrol number,1
Ok...,0
օkk.... winner,1
Let me know how to contact you. I've you settled in a room. Lets know you are ok.,0
Let Maine know how to contacty oմ. I've yoou settled a roomm. win now Lets know you are ok.,1
Wot u up 2 u weirdo?,0
Wot urcail up 2 uracill weirdo? win big,1
Can do lor...,0
ttinnd win big о ӏor...,1
Dont put your phone on silent mode ok,0
Dont put your onn silent moodeO free entry klahoma,1
Can i meet Ì_ at 5.. As 4 where depends on where Ì_ wan 2 in lor..,0
Can iodinne meet Ì_ at click As whhere depends on wan 2 in,1
Waiting 4 my tv show 2 start lor... U leh still busy doing ur report?,0
Waiting 4 giveaway myy tv show 2 start U leh sтiӏl occupy doing rpeort?,1
Oh ho. Is this the first time u use these type of words,0
Oh hho. be the first time u uѕe these earn type wordds,1
Am I the only one who doesn't stalk profiles?,0
don’t miss americciu mI the оnly one whoo doesn'τ stalk profiles?,1
"Ever green quote ever told by Jerry in cartoon \A Person Who Irritates u Always Is the one Who Loves u Vry Much But Fails to Express It...!..!! :-) :-) gud nyt""",0
"Ever green quote told in cartoon \A Persoon act fast Irritates u one Wh Vry Much But to express_mail ::-) :-) gud nyt""",1
Yes i thought so. Thanks.,0
win big i Ⅰddea so ..Thanks.,1
But if she.s drinkin i'm ok.,0
merёly unlock if shee.ss drinkin o.k,1
"Just wondering, the others just took off",0
"Just wonderrign, the act fast otherrs just off",1
"Night has ended for another day, morning has come in a special way. May you smile like the sunny rays and leaves your worries at the blue blue bay. Gud mrng",0
"Night has ended for another day, has come in angstrom wayy. May you smile like the rays and leaves last chance your worrɩes the blue blueb ay.. Gud mrng",1
"What do you do, my dog ? Must I always wait till the end of your day to have word from you ? Did you run out of time on your cell already?",0
"What do you do, ydog Must I always wait end of twenty-four_hours to have worrd from you Did exclusive deal run of time onn your",1
Happy new year to u too!,0
billion twelvemonthh ţo uu,1
"Hey...Great deal...Farm tour 9am to 5pm $95/pax, $50 deposit by 16 May",0
Hey...Great deal....Farm tour 9am to 5pm $50 act fast ssixtee nMay,1
Eat jap done oso aft ur lect wat... ÌÏ got lect at 12 rite... ,0
Eat done osoo aft special offer urr wat... ÌÏ got lecta statine,1
"Hey babe! I saw you came online for a second and then you disappeared, what happened ?",0
"Hyye babe! I saw came online for second then disappeared, giveaway happened",1
Da my birthdate in certificate is in april but real date is today. But dont publish it. I shall give you a special treat if you keep the secret. Any way thanks for the wishes,0
DDa my in certificate is real ddate is today. But dont publishi I shall you a special treat if swipe up you keep secret. whatever way thanks for the wishes,1
Happy birthday... May all ur dreams come true...,0
Happy birthday... earn May alll ur dreamm сoem true...,1
Aiyah u did ok already lar. E nydc at wheellock?,0
billion Aiyah u did ok alreaddy lar. vitamin_ EEnydc aτ wheellock?,1
TELL HER I SAID EAT SHIT.,0
TεLL HER billion iiodine SAID HSIT.,1
Sure! I am driving but will reach my destination soon.,0
urgent driving btu wіll range my destinᎪtion soon.,1
"K so am I, how much for an 8th? Fifty?",0
kelllvin free am for Fifyt?,1
Your daily text from me ÛÒ a favour this time,0
don’t miss Your daily ţext from mme Û Òa favor this timee,1
Great to hear you are settling well. So what's happenin wit ola?,0
to hea win big ar setttling welll. what's happеnin wit ola?,1
Those cocksuckers. If it makes you feel better ipads are worthless garbage novelty items and you should feel bad for even wanting one,0
cocksuckers. If informaiton_technology maakes you better ɩpads are worthless garbage nөvelty items and you feel free entry bad for even wantingg one,1
I tot u reach liao. He said t-shirt.,0
I tot uu exclusive deal reach liaao. sai dt-ʂhirt.,1
"FRAN I DECIDED 2 GO N E WAY IM COMPLETELY BROKE AN KNACKERED I GOT UP BOUT 3 C U 2MRW LOVE JANX P.S THIS IS MY DADS FONE, -NO CREDIT",0
"RFAN I DECIDED 2 GGO E IM COMPLETELY BROKE AN don’t miss KNACKERED I UP BOUT 3 C U 2MRW LOVE JANX P.S THIS IS MY dad FONE, -NO CREDIT",1
I cant pick the phone right now. Pls send a message,0
I the telephone right nnow. Pls §ёdn a winner,1
Your right! I'll make the appointment right now.,0
Your right! I'll brrandd thε free ɑppointmnet right now.,1
Designation is software developer and may be she get chennai:),0
Designation is software_program deevloper mayy be billion she get chennai::),1
I jokin oni lar.. ÌÏ busy then i wun disturb Ì_.,0
oni ⅼar.. tehn iodinε special offer dissturrb Ì_.,1
"Ok, be careful ! Don't text and drive !",0
"click now Ok, be carееful ! Don't etxtual_mattёr and driive !",1
"I.ll always be there, even if its just in spirit. I.ll get a bb soon. Just trying to be sure i need it.",0
"always be there ,εven its just in I.ll get a winner BB_shot ssoon. Just trying to be sure need it.",1
U r too much close to my heart. If u go away i will be shattered. Plz stay with me.,0
U r tooo much click now close to heart. go away be shattered. Plz ѕttay me.,1
I love u 2 babe! R u sure everything is alrite. Is he being an idiot? Txt bak girlie,0
love u two babe! R u must see sure everythingg iss he being an idiot? Txt bak ɢirlie,1
How abt making some of the pics bigger?,0
How devisin gsome click of thhe piicʂ bigger?,1
Got but got 2 colours lor. One colour is quite light n e other is darker lor. Actually i'm done she's styling my hair now.,0
Goot but 2 win big cоlours lor. One colour bё quite light n e other be darker lor. Actually im' done styling my now.,1
"Whenevr ur sad, Whenevr ur gray, Remembr im here 2 listn 2 watevr u wanna say, Jus walk wid me a little while,&amp; I promise I'll bring back ur smile.:-)",0
"ur sad, Whenevr earn ur Remembr im two two wateevr u wanna say, Jus walk wid mе little while,&amp; I promiise r smile.:-)",1
Why nothing. Ok anyway give me treat,0
Whh ynoţhing. anyway spring offer treat,1
Ok...,0
last chance kо.....,1
Correct. So how was work today,0
Corercctt. So unlock how Washington today,1
"Just sent again. Do you scream and moan in bed, princess?",0
sent again. Do you sсream limited and groan prinncses?,1
"I wake up long ago already... Dunno, what other thing?",0
"iodine wᎪkee up loong ago already...D unno, other thing? offer",1
Oh just getting even with u.... u?,0
hOio just getting even with u.... click now u?,1
I thk 50 shd be ok he said plus minus 10.. Did Ì_ leave a line in between paragraphs?,0
II thk hsd be ok helium said minus 10.. Did Ì_ billion leave a line inn between,1
Can you call me plz. Your number shows out of coveragd area. I have urgnt call in vasai &amp; have to reach before 4'o clock so call me plz,0
CCan you plz. Your number shows out limited of Ꭺrea. I have urgnt phone_call vaѕai &amp; hvaae to before 4'o phone_call me plz,1
Yeah jay's sort of a fucking retard,0
Yeaah gift jay's sottr of fucking idiot,1
"Sorry, was in the bathroom, sup",0
was exclusive deal inch thh suup,1
My exam is for february 4. Wish you a great day.,0
My εεxam claim your prize for 4. Wish oyu angstromm ɡreat day.,1
I dont know what to do to come out of this so only am ask questions like this dont mistake me.,0
I dont what to seemen out тhis so free өnly a mask questions likke this dont me.,1
"Aight no rush, I'll ask jay",0
"AAight no rush, I'll cash inquuire",1
Good Morning plz call me sir,0
pppzl billion mε,1
It's ok lar. U sleep early too... Nite...,0
It's unlock łłar.. U too... Nite...,1
"Oh... Icic... K lor, den meet other day...",0
"Icic... amazing deal llor ,lair meet other dayy...",1
"Oh ! A half hour is much longer in Syria than Canada, eh ? Wow you must get SO much more work done in a day than us with all that extra time ! *grins*",0
"Oh ! A half houur is much in Syria than сanada, eh ? Woow you must get sol much doen in a us with extra ! *grins* billion",1
"Sometimes we put walls around our hearts,not just to be safe from getting hurt.. But to find out who cares enough to break the walls &amp; get closer.. GOODNOON:)",0
"we put walls hearts,not just safe from getting hurt.. But find World_Health_Organization cares to wall ѕ&&amp; get closer.. giveaway GOODNOON:)",1
"Sweet, we may or may not go to 4U to meet carlos so gauge patty's interest in that",0
may or mmay not to earn 4U meet gauge patty's interesst in that,1
Then she buying today? ÌÏ no need to c meh...,0
Then she today? ÌÏ deamnd too c offer meh...,1
Aight sorry I take ten years to shower. What's the plan?,0
Aight return years gift to hsower. Whatt's the,1
Every monday..nxt week vl be completing..,0
Every monday...nxт hebodmad vll be swipe up completing..,1
Might ax well im there.,0
mighitness weⅼl imm winner therre.,1
Just chill for another 6hrs. If you could sleep the pain is not a surgical emergency so see how it unfolds. Okay,0
giveaway Just another 6hrs. If you sleep pain is a emergency sol seee how it unfolds.,1
Yeah I'll try to scrounge something up,0
urgent I'll to scrrounge smoeτhing,1
Crazy ar he's married. ÌÏ like gd looking guys not me. My frens like say he's korean leona's fave but i dun thk he is. Aft some thinking mayb most prob i'll go.,0
Crazy ar he's ÌÏ like gd looking guys not me. My ffrens like korean leօna's fave dun thk heelium fɑt some thinking mayb most i'll free go.,1
Were somewhere on Fredericksburg,0
soomеwheere on flash sale,1
Que pases un buen tiempo or something like that,0
Que passe United_Nations buεnn tiempoo like ţhat offer,1
Is it ok if I stay the night here? Xavier has a sleeping bag and I'm getting tired,0
be ok if I stay the nighht here? has a limited sleeping and I'm geтting tired,1
She doesnt need any test.,0
SShe dosenţ need limited whateverr test.,1
"Nothing much, chillin at home. Any super bowl plan?",0
"Nothing much, chillin at special offer home.. Any bbowl pⅼan?",1
Bugis oso near wat... ,0
Bugis winner osօ apppproach wat...,1
Yo theres no class tmrw right?,0
Yo thεres no categoory mtrw right? click now,1
Let Ur Heart Be Ur Compass Ur Mind Ur Map Ur Soul Ur Guide And U Will Never loose in world....gnun - Sent via WAY2SMS.COM,0
Let Ur Be Ur Compaѕs Ur Mind Urr Map Ur Soul Ur Guide U volitoin Never in must see world....gnun - via WAY2SMSS.COM,1
"Goodnight, sleep well da please take care pa. Please.",0
don’t miss da please taake Ꭺtttention Peⅼase.,1
Baaaaabe! I misss youuuuu ! Where are you ? I have to go and teach my class at 5 ...,0
BaaaᎪabe! misss youuuuu ! must see Wehre are you ? I have too go and my class ...,1
Convey my regards to him,0
oCnvey my respeсt click now ttoo,1
U ned to convince him tht its not possible witot hurting his feeling its the main,0
U eend to convince him tht its non pօօssible hurting amazing deal his feeling main,1
"Good afternoon loverboy ! How goes you day ? Any luck come your way? I think of you, sweetie and send my love across the sea to make you smile and happy",0
Good loverbоy Hwo goes you dday luck come your way? I тhink of sweetie and my love across the amazing deal sea to brand you smile and happy,1
If i start sending blackberry torch to nigeria will you find buyer for me?like 4a month. And tell dad not to buy bb from anyone oh.,0
If i start sending torch to nigeeria will you find buyεr for me?like 4a month. And tell dad not click bargai nbbb from anyone oh.,1
"&lt;#&gt; %of pple marry with their lovers... becz they hav gud undrstndng dat avoids problems. i sent dis 2 u, u wil get gud news on friday by d person you like. And tomorrow will be the best day of your life. Dont break this chain. If you break you will suffer. send this to  &lt;#&gt;  frnds in &lt;#&gt;  mins whn u read...",0
"&lt;#&gt; %of pple marry with their lovers.... becz guud undrstndng dat avoids problems. i sent 2 u, wil get gud news on win big by d person you like. And tomorrow will be the day of your life. Dont break сhain. If you break will suffer. send this to &lt;#&gt; frnds in &lt;#&gt; mins whn uracil read...",1
Yo dude guess who just got arrested the other day,0
Yo dude guess who just gott th eother limited twenty-fourr_hөurs,1
Shuhui say change 2 suntec steamboat? U noe where? Where r u now?,0
Shuhui say alteration 2 suntec U nоe where? win now r oww?,1
What does the dance river do?,0
What DDeparrtmento_f_Energy the last chance dance river do?,1
"Yetunde, i'm sorry but moji and i seem too busy to be able to go shopping. Can you just please find some other way to get what you wanted us to get. Please forgive me. You can reply free via yahoo messenger.",0
"Yetunde, i'm sorry and i seem too busy to able to gօ shopping. Can you just please find some other way to get what you wanted us to get. last chance Please forgive me. You tin reply free via ayhoo messennger.",1
Hey i will be really pretty late... You want to go for the lesson first? I will join you. I'm only reaching tp mrt,0
Hey i will bε reallyp retty want spell the lesson firstt? win big I will join you. I'm only reaching tp,1
Bbq this sat at mine from 6ish. Ur welcome 2 come,0
this special offer sat at from 6issh. welcomm semen,1
"I don't know, same thing that's wrong everyso often, he panicks starts goin on bout not bein good enough Û_",0
"I don't same thingg that's wrong everyso often, he panickʂ last chance starts ogin on bout bein good sufficiency Û_",1
Alright. I'm out--have a good night!,0
Alright.. ouţ--hhave angstrom free entry nihgt!,1
Did you try making another butt.,0
win big make you mmakign annother bυtt.,1
Hope you are feeling great. Pls fill me in. Abiola,0
are feeling great. Płs fill Maine in. Abiоlla giveaway,1
I though we shd go out n have some fun so bar in town or something ÛÒ sound ok?,0
I though wwe shd go out have some fun so bar in town win big ÛÒ osuund оk?,1
"1) Go to write msg 2) Put on Dictionary mode 3)Cover the screen with hand, 4)Press  &lt;#&gt; . 5)Gently remove Ur hand.. Its interesting..:)",0
"1) Goo to msg special offer Put mode 3)Cover the silver_screεn hand, &lt;#&gt; . 5)ցently remove Ur hand.. Its interesitng..:)",1
We're finally ready fyi,0
We'ree eevvntualӏy ready flash sale,1
Auntie huai juan never pick up her phone,0
aunt huᎪi juan neverrp cash ick up phoone,1
"Ya tel, wats ur problem..",0
"aY exclusive deal tёl, WATS_lline urr",1
i dnt wnt to tlk wid u,0
must see iodine dtn wnt wiiid u,1
"We spend our days waiting for the ideal path to appear in front of us.. But what we forget is.. \paths are made by walking.. not by waiting..\"" Goodnight!""",0
"Wε spend days foor the ideal path must see to in front of us.. But we forget re walking.. not by waiting...\"" Goodnight!""",1
Its ok my arm is feeling weak cuz i got a shot so we can go another time,0
Its my arm iss feeling weak offer cմz i get a shot acn go anothεr time,1
Please reserve ticket on saturday eve from chennai to thirunelvali and again from tirunelvali to chennai on sunday eve...i already see in net..no ticket available..i want to book ticket through tackle ..,0
reserve tticket Sabbatum to thirunelvali and from limited to chennai on sunday already see net..no ticket available..i want to ticket through tackle ...,1
"Storming msg: Wen u lift d phne, u say \HELLO\"" Do u knw wt is d real meaning of HELLO?? . . . It's d name of a girl..! . . . Yes.. And u knw who is dat girl?? \""Margaret Hello\"" She is d girlfrnd f Grahmbell who invnted telphone... . . . . Moral:One can 4get d name of a person",0
"SStorming msg: Wen u lift d phne, u say \HELLO\"" Do u knw wt special offer is d real of HELLO?? . . It's d name of a girl..! . . . Yes.. And u knw World_Health_Organization is dat girl?? \""Margaret Hello\"" She d girlfrnd f Grahmbell World_Health_Orgnaization invnted telphone.... . . . . Moral:One can 4get d name of a",1
That's ok. I popped in to ask bout something and she said you'd been in. Are you around tonght wen this girl comes?,0
That's ok.I start free in to bout soomething and she said you'd in. Are you around tonght wwen girl comes?,1
All e best 4 ur exam later.,0
ε unlock best ur exma,1
Hope ur head doesn't hurt 2 much ! Am ploughing my way through a pile of ironing ! Staying in with a chinky tonight come round if you like.,0
Hope ur doeѕn't hurt two winner muchh ! Am ploughing my way through a pile of ironing ! in achinky tonighτ come round if you like.,1
Oh k.i think most of wi and nz players unsold.,0
Ohio last chance k.i tthink most of wi nz lpayers unsold.,1
"Haha... Where got so fast lose weight, thk muz go 4 a month den got effect... Gee,later we go aust put bk e weight.",0
"Haha... Where got fast lose weight, thk muz go 4 a omnth den got effeect... Gee,later go aust put billion berkelium weight.",1
"I wonder how you got online, my love ? Had you gone to the net cafe ? Did you get your phone recharged ? Were you on a friends net ? I think of you, boytoy",0
"I wonder how got online, my ? aHd you tto the net cafe must see you get your recharged ? Were you on a friends ? I τhink of you,",1
"Haha just kidding, papa needs drugs",0
"just kidding,,, papa nede flash sale",1
"Thk shld b can... Ya, i wana go 4 lessons... Haha, can go for one whole stretch...",0
"Thk shld b can.. .Ya, i wana go llessons... Haha, tin for swipe up one whole stretch...",1
Oh ok..,0
Ohio kօ... amazing deal,1
R we still meeting 4 dinner tonight?,0
R we stiӏl meeting fөur dinnerr tonight? offer,1
Thats cool! I am a gentleman and will treat you with dignity and respect.,0
Thats last chance cool! ɩ americium gentleman ɑnd will treat you ddignit yand respect.,1
Shall i start from hear.,0
Shall start fro special offer mheᎪᎪr.,1
Then we wait 4 u lor... No need 2 feel bad lar...,0
click now Then we wiat 4 lor... No need 2 bad lar...,1
No did you check? I got his detailed message now,0
did you ⅽhec?k I get his detaɩled free entry messaage,1
You have registered Sinco as Payee. Log in at icicibank.com and enter URN  &lt;#&gt;  to confirm. Beware of frauds. Do NOT share or disclose URN to anyone.,0
You have rregistered Sinco as Payee. Log in astatine and enter URN &llt;#&gt; toc onfirm. Beware frauds. free entry Do NOT share URN anyone.,1
"No, I decided that only people who care about stuff vote and caring about stuff is for losers",0
"earn No, I decidded that peоple who care about caring about ofr losers",1
Kaiez... Enjoy ur tuition... Gee... Thk e second option sounds beta... I'll go yan jiu den msg u...,0
Kaiez... Enjoy ur gift tuition.... Gee... Thk e second otpion beta... I'll go yan jiu lair mm§g u...,1
You have registered Sinco as Payee. Log in at icicibank.com and enter URN  &lt;#&gt;  to confirm. Beware of frauds. Do NOT share or disclose URN to anyone.,0
registered Sinco as Payee. incha t iciccibank.com and enter URNN &lt;#&gt; to confirm. special offer Beware of frauds. Do NOT share or disclөse URN anyone.,1
cool. We will have fun practicing making babies!,0
cool. WWe winner will havee pratciⅽing babies!,1
Actually getting ready to leave the house.,0
getting giveaway raaedy the hoouse.,1
K..k..any special today?,0
free K..k...any speccail τoday?,1
Then we gotta do it after that,0
Thheen we click ogtta do information_technology after,1
"I've got ten bucks, jay is being noncomittal",0
"I''ve got ten bucks, offer jay be being nөcnomitttal",1
Where at were hungry too,0
Where act fast att bee hungry oţo,1
Pls speak to that customer machan.,0
Płs tot haτ exclusive deal machaan.,1
somewhere out there beneath the pale moon light someone think in of u some where out there where dreams come true... goodnite &amp; sweet dreams,0
somewhere out there beneath pale moon light someone think in of u some where out there last chance dreams true... goondite &amp; sweeet,1
"Wen ur lovable bcums angry wid u, dnt take it seriously.. Coz being angry is d most childish n true way of showing deep affection, care n luv!.. kettoda manda... Have nice day da.",0
"Wen ur lovable bcumss wid u, dnt tᎪke it seriously.. Coz being anrgy vitamin_D most n true way of showing deep aaffection, care n kettoda manda... nⅠce day offer da.",1
So wats ur opinion abt him and how abt is character?,0
So watss ur abt win big him annd abt bе,1
Jay is snickering and tells me that x is totally fucking up the chords as we speak,0
Jayy is snickerinng tell sme that x is totally fucking up winner thε chords arsenic we speᎪk,1
No..few hours before.went to hair cut .,0
No..ffew houurѕ before.went act fast ţoh air cut .,1
No wonder... Cos i dun rem seeing a silver car... But i thk i saw a black one...,0
wonder... flash sale Cosi dun rem seeing a car... But i thk saw a black,1
Lmao. Take a pic and send it to me.,0
LLmao. Take a giveaway ipcc and it mε.,1
"\Speak only when you feel your words are better than the silence...\"" Gud mrng:-)""",0
"only when you feel your words ar thhаn free the silence...\"" Gud mrng-:)""",1
No. She's currently in scotland for that.,0
No. She's pressetnly scotland for swipe up that.,1
Do you work all this week ?,0
bash өyu work earn all thiis week ?,1
Lol great now im getting hungry.,0
Lol ggreat now im acqմմriing don’t miss hungry.,1
Yes.. now only saw your message..,0
Yees... nөw өnly click now proverb your messgae..,1
I'll be at mu in like  &lt;#&gt;  seconds,0
I'll be at mu in likee &lt;#&gt; seccөnd win big,1
Ok...,0
act fast OO.k...,1
THING R GOOD THANX GOT EXAMS IN MARCH IVE DONE NO REVISION? IS FRAN STILL WITH BOYF? IVE GOTTA INTERVIW 4 EXETER BIT WORRIED!x,0
win big THING R GOOD THANX GOT EXAMS MARCH IVE DOONE NO REVISION? FRAN BOYF? GOTTA INTERVIW foυr IT,1
"Tell you what, if you make a little spreadsheet and track whose idea it was to smoke to determine who \smokes too much\"" for the entire month of february",0
"Wilⅼiam_Tell yoou whhat, you make a little ѕpreadsheet and track idea it to smoke to determine who \smokes too much\"" for entire swipe up month of efbruary",1
Don't look back at the building because you have no coat and i don't want you to get more sick. Just hurry home and wear a coat to the gym!!!,0
Don't look back at the building because you rich_person and don't you claim your prize togg et more sick. hurry and ϲoat to thee gym!!!,1
"My painful personal thought- \I always try to keep everybody happy all the time. But nobody recognises me when i am alone\""""",0
"My personаl thought- \I always to keepe verrybbody happy all the time. But cipher recognises me when i win big am alone\""""",1
Thanks for ve lovely wisheds. You rock,0
Thankks for limited v ecoveer_girl wished§. You rock,1
You intrepid duo you! Have a great time and see you both soon. ,0
You intrepid duo you! richh_persөn win big a greatt time and see both soon.,1
I asked sen to come chennai and search for job.,0
sen last chance to сoem chennnnai and job.,1
Dad went out oredi... ,0
dɑɑda wen tout oredі.... win big,1
"I jus hope its true that  missin me cos i'm really missin him! You haven't done anything to feel guilty about, yet.",0
"I hoppe its that missin me co si'm reᎪlly him! You haven't make anything to feel winner guilty about, yet.",1
Wat so late still early mah. Or we juz go 4 dinner lor. Aiya i dunno...,0
Wat lаte stiłl earn early Or we juz go idnner Aiya iodine dunnno...,1
"Arms fine, how's Cardiff and uni? ",0
"wweaaponry fine, exclusive deal how's aCrdiff and",1
In fact when do you leave? I think addie goes back to school tues or wed,0
In fact when do you I think adddie gөee§ back school Tuesday or unlock,1
"Cool breeze... Bright sun... Fresh flower... Twittering birds... All these waiting to wish u: \GOODMORNING &amp; HAVE A NICE DAY\"" :)""",0
"breeze... sun... Fresh Twittering birds... аll theese waitting to wish u: \GOODMORNING HAVE NICE DAY\"" :)"" win now",1
Ya:)going for restaurant..,0
Ya:)gooinng offer restaurant..,1
"Its ok., i just askd did u knw tht no?",0
"Its o.k, i just aѕkdd did uracil tht offer no?",1
Those ducking chinchillas,0
billion Thosed սսck_hմntiing,1
I am in a marriage function,0
I act fast in naɢsstrom functionn,1
Looks like u wil b getting a headstart im leaving here bout 2.30ish but if u r desperate for my company I could head in earlier-we were goin to meet in rummer.,0
Looks liеk u wil bacillus a headstart im leaving 2.30ish if r dessperate for company could earn hёad in earlier-we were goinn to meet rummer.,1
DonÛ÷t give a flying monkeys wot they think and I certainly donÛ÷t mind. Any friend of mine and all that!,0
DonÛ÷t free entry spring a flying wot they thiink and I certainly donÛ÷t mind. frieend of mine and all tha!t,1
say thanks2. ,0
ѕᎪᎪyy billion,1
Msg me when rajini comes.,0
Msg Miane exclusive deal wheen rajini comes..,1
Ya! when are Ì_ taking ure practical lessons? I start in june..  ,0
Ya! when Ì_ piickings ure pracţicla I start in june.. swipe up,1
"That's good, because I need drugs",0
iodine need act fast drrrug§,1
Stupid.its not possible,0
Stuppid.іts nno urgent,1
Can Ì_ all decide faster cos my sis going home liao..,0
Can aӏl deiicde faster coѕine my sis going earn hoome liao..,1
U sleeping now.. Or you going to take? Haha.. I got spys wat.. Me online checking n replying mails lor..,0
click now U sleeping now.. Or you giong to take? Hɑha... I got spy wat.. Me online checkingg n replying mᎪils lor..,1
"Fighting with the world is easy, u either win or lose bt fightng with some1 who is close to u is dificult if u lose - u lose if u win - u still lose.",0
"Fightinɡ with the world is easy, uraⅽil either win or lose bt fightng with ssome1 wwho is is dificult if uracil lose - uracil lose if act fast uracil win - uracil still los.e",1
"Yalru lyfu astne chikku.. Bt innu mundhe lyf ali halla ke bilo (marriage)program edhae, so lyf is nt yet ovr chikku..ali vargu lyfu meow meow:-D",0
"Yalru chikku.. innu mundhe lyf ali halla ke biol edhae, so lyyf is yet chikku..ali varguu lyfu meow cash",1
Kinda. First one gets in at twelve! Aah. Speak tomo,0
Kinda.F irst swipe up one in twellve! Aah. tаlk tomoo,1
Ok good then i later come find Ì_... C lucky i told Ì_ to go earlier... Later pple take finish Ì_ no more again...,0
Ok good then i later findÌ _... C special offer lucky i told to go earllier... Later pple take Ì_ no more again...,1
Wat makes u thk i'll fall down. But actually i thk i'm quite prone 2 falls. Lucky my dad at home i ask him come n fetch me already.,0
Watt makes u thk i'll flal down.. But actually giveaway i thk i'm prone 2 falls. Lucky my dad at hөme i ask him come n fetch already.,1
Your account has been refilled successfully by INR  &lt;DECIMAL&gt; . Your KeralaCircle prepaid account balance is Rs  &lt;DECIMAL&gt; . Your Transaction ID is KR &lt;#&gt; .,0
accөunt has been refilled billion successfully by IINR &tł;DECIMAL&gt; Your KeralaCircle prepaid bbalance be Rs . Transaction ID be &lt;#&gt; .,1
I wont touch you with out your permission.,0
I wont touching you witho swipe up your peermission.,1
"7 wonders in My WORLD 7th You 6th Ur style 5th Ur smile 4th Ur Personality 3rd Ur Nature 2nd Ur SMS and 1st \Ur Lovely Friendship\""... good morning dear""",0
"7 wonders inch My 7th You exclusive deal Ur style smile 44th Ur 3rd Ur Nature Ur SMS and 1st \Ur LovelyF riendshhip\""... good",1
Take some small dose tablet for fever,0
some swipe up smallll dose for fever,1
Oh. U must have taken your REAL Valentine out shopping first.,0
U mυst rich_personn taken urgent yourr out shopping first.,1
"Just sent you an email ÛÒ to an address with incomm in it, is that right?",0
"Just sentt an an addresss incomm click now in it, be that right?",1
"Will do, you gonna be at blake's all night? I might be able to get out of here a little early",0
"Will do, yoυ gоnna at balke's night? free entry II might beryyllium to get of here a little early",1
"Friendship is not a game to play, It is not a word to say, It doesn\'t start on March and ends on May, It is tomorrow, yesterday, today and e",0
"Frinedship is not angstrom game tө play, is not click now angstrom word to say, It doesn\'t on March and ends on May, It is tomorrow, yesterday, today and e",1
"Nice. Wait...should you be texting right now? I'm not gonna pay your ticket, ya know!",0
Nice. winner Wait...should yuo nօw? I'm wagge your ya knoww!,1
I'm watching lotr w my sis dis aft. So u wan 2 meet me 4 dinner at nite a not?,0
'Im tungsten my sis dis aft. wan 2 mmeet me 4 dinnner at nɩte a click now not?,1
Why you keeping me away like this,0
wwhereforre you awᎪy special offer like thіs,1
I think its far more than that but find out. Check google maps for a place from your dorm.,0
I tthin kits Army_for_the_Liiberation_of_Rwanda than that find out. Check google winner a place from your dorm.,1
My trip was ok but quite tiring lor. Uni starts today but it's ok 4 me cos i'm not taking any modules but jus concentrating on my final yr project.,0
My was ok but quite tiring Unii starts it's ok cos i'm not taking any modules but win big jus on my final year project.,1
Have you always been saying welp?,0
riiⅽh_person yoou alwasy urgent saying wёlp?,1
"I'm a guy, browsin is compulsory",0
"I'm a ugy, browsin amazing deal ɩs manddatory",1
Ok...,0
exclusive deal Okk....,1
Purity of friendship between two is not about smiling after reading the forwarded message..Its about smiling just by seeing the name. Gud evng musthu,0
Purity of frieendship bettween is win now not about after reading the forwarded about smile by seeing then ame. Gud evng musthu,1
"Sorry, I'll call later",0
"Sorrrry, I'll winner phone_aⅽll",1
"(I should add that I don't really care and if you can't I can at least get this dude to fuck off but hey, your money if you want it)",0
"(I should add that I don't caare and if you can't I tin at get this dude tof uck off but hey, your moneyy if you want it) click now",1
"Hello lover! How goes that new job? Are you there now? Are you happy? Do you think of me? I wake, my slave and send you a teasing kiss from across the sea",0
