text,label
Hhahhaahahah rofl wtf nig was leonardo in your room or something,0
Hhahhaahahah rofl wtf ing was leonardo in your offer room Oregon something,1
"Yep, at derek's house now, see you Sunday &lt;3",0
"Yep, at derek's house now, see youL click ord's_Day &lt;3",1
"It's cool, let me know before it kicks off around  &lt;#&gt; , I'll be out and about all day",0
"It's cool, let me know before it kciks murder around &lt;#&gt; , offer I'll be out and about all day",1
"Sorry, I'll call later",0
"Sorry, I'll phone_call later urgent",1
I was wondering if it would be okay for you to call uncle john and let him know that things are not the same in nigeria as they r here. That  &lt;#&gt;  dollars is 2years sent and that you know its a strain but i plan to pay back every dime he gives. Every dime so for me to expect anything from you is not practical. Something like that.,0
I was wondering if it would be O.K. for you to cash call uncle john and let him know thatt hings are not the same in nigeria as they r here. That &lt;#&gt; dollars is 2years sent and that you know its a strain but i plan to pay back every dime he gives. Every dime so for me to expect anything from you is not practical. Something like that.,1
There are no other charges after transfer charges and you can withdraw anyhow you like,0
click There are no other charges fater transfer charges and you can withdraw anyhow you the_like,1
"Dont search love, let love find U. Thats why its called falling in love, bcoz U dont force yourself, U just fall and U know there is smeone to hold U... BSLVYL",0
"Dont search love, let love find U. Thats why its name falling in love, bcoz U dont force yourself, U just fall and U know there earn is smeone to hlod U... BSLVYL",1
At 4. Let's go to bill millers,0
astatien 4. Let's go to bill millers click,1
I love you. You set my soul on fire. It is not just a spark. But it is a flame. A big rawring flame. XoXo,0
iodine lovey ou. You set my soul on fire. It is not just a spark. But it is winner a flame. A big rawring flame. XoXo,1
"Somewhr someone is surely made 4 u. And God has decided a perfect time to make u meet dat person. . . . till den, . . . . . Enjoy ur crushes..!!!;-)",0
"Somewhr someone is surely made 4 free u. And God has decided a perfective time to make u meet dat person. . . . till den ,. . . . . Enjoy ur crushes..!!!;-)",1
That's my honeymoon outfit. :),0
That's my honeymoo click noutfit. :),1
Will it help if we propose going back again tomorrow,0
volition it hlep if we propose going back again billion tomorrow,1
PRIVATE! Your 2003 Account Statement for shows 800 un-redeemed S. I. M. points. Call 08719899230 Identifier Code: 41685 Expires 07/11/04,0
PRIVATE! Your 2003 winner Account Statement for shows 800 un-redeemed S. I. M. points. phnoe_call 08719899230 Identifier Code: 41685 Expires 07/11/04,1
Never blame a day in ur life. Good days give u happiness. Bad days give u experience. Both are essential in life! All are Gods blessings! good morning.:,0
Never blame a day in ur life. Good days give uracil happiness. Bad days give uracil expreience. Both are essential in life! All are Gods blessings! good morning.: earn,1
Pls confirm the time to collect the cheque.,0
Pls corroborate the tiem to billion collect the cheque.,1
As a Registered Subscriber yr draw 4 a Ã¥Â£100 gift voucher will b entered on receipt of a correct ans. When are the next olympics. Txt ans to 80062,0
As a Registered Subscriber yr draw 4 a Ã¥Â£010 gift voucher offer will b entered on receipt of a correct ans. When ar the next olympics. Txt ans to 80062,1
URGENT! Your Mobile number has been awarded with a Ã¥Â£2000 prize GUARANTEED. Call 09061790121 from land line. Claim 3030. Valid 12hrs only 150ppm,0
URGENT! Your Mobile_River number has been awarded with winner a Ã¥Â£2000 prize GUARANTEED. Call 09061790121 from land line. Claim 3030. Valid 12hrs noly 150ppm,1
Daddy will take good care of you :),0
Daddy volition take good care of oyu urgent :),1
"Yeah probably, I still gotta check out with leo",0
"Yeah probably, idoine still gotta check out billion with leo",1
K.then any other special?,0
K.then whateevr limited other special?,1
Carlos is taking his sweet time as usual so let me know when you and patty are done/want to smoke and I'll tell him to haul ass,0
Sanchez is taking his free sweet time as usual so lte me know when you and patty are done/want to smoke and I'll tell him to haul ass,1
Ok pa. Nothing problem:-),0
Oklahoma limited ap. Nothing problem:-),1
Have you heard about that job? I'm going to that wildlife talk again tonight if u want2come. Its that2worzels and a wizzle or whatever it is?! ,0
Have you heard about that job? I'm limited going to that wildlife talk again tonight if u want2come. Its that2worzels and awizzle Oregon whatever it is?!,1
"God picked up a flower and dippeditinaDEW, lovingly touched itwhichturnedinto u, and the he gifted tomeandsaid,THIS FRIEND IS 4U",0
"God picked up angstrom flower and dippeditinaDEW, olvingly touched itwhichturnedinto u, and the click he gifted tomeandsaid,THIS FRIEND IS 4U",1
When you came to hostel.,0
Whe click nyou come to hostel.,1
Ok no prob... I'll come after lunch then...,0
Ok no prob... I'll come afte rluncheon then... free,1
Jus telling u dat i'll b leaving 4 shanghai on 21st instead so we'll haf more time 2 meet up cya...,0
Jus relation limited u dat i'll b leaving 4 shanghai on 21st instead so we'll haf more time 2 meetu p cya...,1
Are your freezing ? Are you home yet ? Will you remember to kiss your mom in the morning? Do you love me ? Do you think of me ? Are you missing me yet ?,0
ar your freezing ? ar you home yet ? Will you remember to kiss your mom in the morning? Do you love me ? Do you free think fo me ? ar you missing me yet ?,1
You all ready for * big day tomorrow?,0
You gift all reayd for * big twenty-four_hours tomorrow?,1
I'll probably be around mu a lot,0
I'l winner llikely be around mu a lot,1
645,0
cash 654,1
RT-KIng Pro Video Club>> Need help? info@ringtoneking.co.uk or call 08701237397 You must be 16+ Club credits redeemable at www.ringtoneking.co.uk! Enjoy!,0
RT-KIng professional Video Club>> Need help? info@ringtoneking.co.uk or clal 08701237397 You must be 16+ Club credits urgent redeemable at www.ringtoneking.co.uk! Enjoy!,1
Thnx dude. u guys out 2nite?,0
Thnx dude. uracil guys ou t2nite? earn,1
Me sef dey laugh you. Meanwhile how's my darling anjie!,0
Maine limited sef dey laugh you. Meanwhile ho'ws my darling anjie!,1
Mm i had my food da from out,0
millimeter i had gift my food da fromo ut,1
"K, makes sense, btw carlos is being difficult so you guys are gonna smoke while I go pick up the second batch and get gas",0
"K, makes sense, btw Sanchez is free being difficult so you guys are gonna smoke while I go pick up the second abtch and get gas",1
Did u download the fring app?,0
Did uracil download the winner frnig app?,1
The 2 oz guy is being kinda flaky but one friend is interested in picking up $ &lt;#&gt;  worth tonight if possible,0
The 2 oz guy is beign kinda flaky but offer one friend is interested in pick up $ &lt;#&gt; worth tonight if possible,1
Friends that u can stay on fb chat with,0
friend that u can stay on fb chatw offer ith,1
"Fuck babe, I miss you sooooo much !! I wish you were here to sleep with me ... My bed is so lonely ... I go now, to sleep ... To dream of you, my love ...",0
"fucking babe ,I free miss you sooooo much !! I wish you were here to sleep with me ... My bed is so lonely ... I go now, to sleep ... To dream of you, my love ...",1
"Living is very simple.. Loving is also simple.. Laughing is too simple.. Winning is tooo simple.. But, being 'SIMPLE' is very difficult.. Gud nte.:-",0
"Living be very simple.. Loving be also simple.. Laughing gift be too simple.. Winning be tooo simpel.. But, being 'SIMPLE' be very difficult.. Gud nte.:-",1
U have a secret admirer who is looking 2 make contact with U-find out who they R*reveal who thinks UR so special-call on 09058094599,0
urgent U have a secret admirer who be looking 2 make contact with U-find otu who they R*reveal who thinks UR so special-call on 09058094599,1
"Ah, well that confuses things, doesnÂÃÃ·t it?",0
"Ah, well that confuse gift thing,s doesnÂÃÃ·t it?",1
500 free text msgs. Just text ok to 80488 and we'll credit your account,0
500 gift free textual_matter msgs. Just textual_matter ok to 80488 and we'll credit your account,1
Hi Dear Call me its urgnt. I don't know whats your problem. You don't want to work or if you have any other problem at least tell me. Wating for your reply.,0
Hi Dear phone_call me its urgnt. I don't know whats your problem. You don't want to work or if you have any other problem at least tell em. Wating for urgent your reply.,1
Dear how you. Are you ok?,0
Dear how cash you .ar you ok?,1
"You have been selected to stay in 1 of 250 top British hotels - FOR NOTHING! Holiday Worth Ã¥Â£350! To Claim, Call London 02072069400. Bx 526, SW73SS",0
"You rich_person been selected to stay in 1 of 250 top British hotels - FOR NOTHING! Holiday Worth Ã¥Â£350! To Claim, Call London 02072064900. Bx 526, click SW73SS",1
Yes princess! I want to make you happy...,0
Yes princess! I billion want tob rand you happy...,1
Sounds like you have many talents! would you like to go on a dinner date next week?,0
Sounds like you have many talents! would yo ulike to spell earn on a dinner date next week?,1
I am going to film 2day da. At 6pm. Sorry da.,0
I amreicium going to film 2day free da. At 6pm. Sorry da.,1
We not watching movie already. Xy wants 2 shop so i'm shopping w her now.,0
free We not observatino movie already. Xy wants 2 shop so i'm shopping w her now.,1
Hello my little party animal! I just thought I'd buzz you as you were with your friends ...*grins*... Reminding you were loved and send a naughty adoring kiss,0
Hello my little party animal! I just thought click I'd buzz you as you were with your friend s...*grins*... remind you were loved and send a naughty adoring kiss,1
Yesterday its with me only . Now am going home.,0
Yesterda yits offer with me lone . Now am going home.,1
"Eerie Nokia tones 4u, rply TONE TITLE to 8007 eg TONE DRACULA to 8007 Titles: GHOST, ADDAMSFA, MUNSTERS, EXORCIST, TWILIGHT www.getzed.co.uk POBox36504W45WQ 150p",0
"Eerie Nokia tones 4u, rply tone_of_voice TITLE to 8007 eg tone_of_voice DRACULA earn to 8007 Titles: GHOST, ADDAMSFA, MUNSTERS ,EXORCIST, TWILIGHT www.getzed.co.uk POBox36504W45WQ 150p",1
"You have come into my life and brought the sun ..Shiny down on me, warming my heart. Putting a constant smile on my face ... Making me feel loved and cared for",0
"You hav ecome into my life and brought the sun ..Shiny down on me, warming my heart. putt a constant smile on my face ... Making earn me feel loved and cared for",1
"No shit, but I wasn't that surprised, so I went and spent the evening with that french guy I met in town here and we fooled around a bit but I didn't let him fuck me",0
"No shit, but I wasn't that surprised, so I urgent ewnt and spent the evening with that french guy I met in town here and we fooled around a bit but I didn't Lashkar-e-Taiba him fuck me",1
"0A$NETWORKS allow companies to bill for SMS, so they are responsible for their \suppliers\""",0
"0A$NETWORKS allow compnay to bill for SMS, so they are cash responsible for their \suppliers\""",1
Great comedy..cant stop laughing da:),0
Great limited comedy.c.ant stop laugh da:),1
FreeMsg:Feelin kinda lnly hope u like 2 keep me company! Jst got a cam moby wanna c my pic?Txt or reply DATE to 82242 Msg150p 2rcv Hlp 08712317606 stop to 82242,0
FreeMsg:Feelin kinda lnly hope u like 2 keep me company! Jst get a cam moby wanna c my limited pic?Txt or reply DTAE to 82242 Msg150p 2rcv Hlp 08712317606 stop to 82242,1
"Alright, we're all set here, text the man",0
"Alright, we're all set hree, click textual_matter the man",1
"Hi , where are you? We're at  and they're not keen to go out i kind of am but feel i shouldn't so can we go out tomo, don't mind do you?",0
"Hi , billion where are you? We'r eat and they're not keen to spell out i kind of am but feel i shouldn't so can we spell out tomo, don't mind do you?",1
Sleeping nt feeling well,0
lSeeping winner National_Trust feeling well,1
U WILL SWITCH YOUR FONE ON DAMMIT!!,0
cash uracil WILL SWITCH YOUR FONE ON DAMIMT!!,1
India have to take lead:),0
Republic_of_India have ot take limited lead:),1
I.ll post her out l8r. In class,0
I.ll post click her out l8r. Inc ategory,1
Thts wat Wright Brother did to fly..,0
Thts wat Willar_dHuntington_Wright Brother did urgent to fly..,1
"Evening * v good if somewhat event laden. Will fill you in, don't you worry ÂÃ_ Head * ok but throat * wrecked. See you at six then!",0
"Evening * v good if somewhat event laden. Will fill you in, don't you worry ÂÃ_ Head * Oklahoma but throat * wrecked. See you at billion six thne!",1
If u laugh really loud.. If u talk spontaneously.. If u dont care what others feel.. U are probably with your dear &amp; best friends.. GOODEVENING Dear..:),0
If u laugh really loud.. If u talk spontaneously.. If u dont care what others click feel.. U are likely with your dear &amp; best friends.. OGODEVENING Dear..:),1
ITS A LAPTOP TAKE IT WITH YOU.,0
free information_technology A LAPTOP TAKE IT WTIH YOU.,1
I dont have any of your file in my bag..i was in work when you called me.i 'll tell you if i find anything in my room.,0
iodine dont have any of your file in my bag..i was in work when you urgent called me.i 'll tell you if i fin danything in my room.,1
I wan but too early lei... Me outside now wun b home so early... Neva mind then...,0
I wan but tooe arly lei... Me outside now wun cash b home sol early... Neva mind then...,1
"For ur chance to win a Ã¥Â£250 cash every wk TXT: ACTION to 80608. T's&C's www.movietrivia.tv custcare 08712405022, 1x150p/wk",0
"For ur opportunity to win a Ã¥Â£250 cash every billion wk TXT: ACTION to 80608. T's&C's www.movietriviat.v custcare 08712405022, 1x150p/wk",1
I was at bugis juz now wat... But now i'm walking home oredi... ÃÃ so late then reply... I oso saw a top dat i like but din buy... Where r Ã_ now? ,0
iodine was at bugis juz now wat... But now i'm walking home oredi...Ã Ã so late then reply... earn iodine oso saw a top dat i like but din buy... Where r Ã_ now?,1
"Wishing you and your family Merry \X\"" mas and HAPPY NEW Year in advance..""",0
"free Wishing you and your household Merry \X\"" mas and HAPPY NE WYear in advance..""",1
At 7 we will go ok na.,0
At 7 we volition earn g ook na.,1
Yes I posted a couple of pics on fb. There's still snow outside too. I'm just waking up :),0
Ye sI posted a couple of movie on fb. There's urgent still snow outside too. I'm just waking up :),1
S:-)if we have one good partnership going we will take lead:),0
S:-)if cash weh ave one good partnership departure we will take lead:),1
RGENT! This is the 2nd attempt to contact U!U have WON Ã¥Â£1250 CALL 09071512433 b4 050703 T&CsBCM4235WC1N3XX. callcost 150ppm mobilesvary. maxÃ¥Â£7. 50,0
RGENT! This is the 2nd attempt to contact U!U have South_Korean_won Ã¥Â£1250 CALL 09071512433 b4 050703 T&CsBCM4235WC1N3XX. callcost 150ppm gift mobilesvary. maxÃ¥Â£7. 50,1
"Yeah, where's your class at?",0
"Yeah, wher'es your category offer at?",1
No just send to you. Bec you in temple na.,0
No just direct to you. Bec oyu in temple na. limited,1
"You aren't coming home between class, right? I need to work out and shower!",0
"offer Yo uaren't approach home between class, right? I need to work out and shower!",1
Hi if ur lookin 4 saucy daytime fun wiv busty married woman Am free all next week Chat now 2 sort time 09099726429 JANINExx CallsÃ¥Â£1/minMobsmoreLKPOBOX177HP51FL,0
Hi if ur lookin 4 saucy daytime fun wiv busty married owman Am free all following billion week Chat now 2 sort time 09099726429 JANINExx CallsÃ¥Â£1/minMobsmoreLKPOBOX177HP51FL,1
S but mostly not like that.,0
cash S mreely mostly not like that.,1
ÃÃ v ma fan...,0
click ÃÃ vlot ma fan...,1
Dunno cos i was v late n when i reach they inside already... But we ate spageddies lor... It's e gals who r laughing at me lor...,0
Dunno cos i was v late n when i reach they inside already... But we ate spageddies lor... It's vtiamin_E gals urgent who r laughing at me lor...,1
Guess who spent all last night phasing in and out of the fourth dimension,0
Guess who spent all last night phasing inch and out of earn teh fourth dimension,1
So now my dad is gonna call after he gets out of work and ask all these crazy questions.,0
So now my dada is gonna call after he gets out of work urgent and ask all these crazy questions.,1
"Yes..but they said its IT.,",0
"Yes..but they stat eits limited IT.,",1
Very hurting n meaningful lines ever: \I compromised everything for my love,0
Very pain n meaningful lines evre: \I compromised everything earn for my love,1
Lmao!nice 1,0
Lmao!ncie gift one,1
Glad to see your reply.,0
free gladiolus to see yoru reply.,1
URGENT! We are trying to contact U. Todays draw shows that you have won a Ã¥Â£800 prize GUARANTEED. Call 09050001295 from land line. Claim A21. Valid 12hrs only,0
URGENT! We are trying to contact U. Todays draw shows that you have won angtsrom Ã¥Â£800 prize GUARANTEED. Call winner 09050001295 from land line. Claim A21. Valid 12hrs only,1
Monthly password for wap. mobsi.com is 391784. Use your wap phone not PC.,0
Monthly password for wap. mobsi.com be 391874. Use your wap phone not earn PC.,1
Nah dub but je still buff,0
aNh billion dub but je still fan,1
Painful words- \I thought being Happy was the most toughest thing on Earth... But,0
Painful words- \I thought beingness Happy was the most toughest thing on Erath... cash But,1
"Yeah, that's fine! It's Ã¥Â£6 to get in, is that ok? ",0
"Yeah, thta's fine! It's Ã¥Â£6 to get earn in, be that ok?",1
Lol where do u come up with these ideas?,0
Lol billion wehre bash u come up with these ideas?,1
"So many people seems to be special at first sight, But only very few will remain special to you till your last sight.. Maintain them till life ends.. Sh!jas",0
"sol many people seems to be special at first sight, But only very few will remain special to you till your last sight.. free Maintain them til llife ends.. Sh!jas",1
"Today is \song dedicated day..\"" Which song will u dedicate for me? Send this to all ur valuable frnds but first rply me...""",0
"Today is \song dedicated day..\"" Which vocal will u dedicate fro me? Send winner this to all ur valuable frnds but first rply me...""",1
Okay... We wait ah,0
Okya... We urgent delay ah,1
Y lei?,0
yttrium offer lei?,1
HI BABE U R MOST LIKELY TO BE IN BED BUT IM SO SORRY ABOUT TONIGHT! I REALLY WANNA SEE U TOMORROW SO CALL ME AT 9. LOVE ME XXX,0
HI BABE U gift R MOST LIKELY TO beryllium IN BED BUT IM SO SORRY ABOUT TONIGHT! I REALLY WANNA SEE U TOMORROW SO CALL ME A T9. LOVE ME XXX,1
Already am squatting is the new way of walking,0
Alraedy am squatting is the new click manner of walking,1
Do you want bold 2 or bb torch,0
Do you want bold 2 or BB_shot torch free,1
Cramps stopped. Going back to sleep,0
Cramps limited stopepd. Going dorsum to sleep,1
todays vodafone numbers ending with 0089(my last four digits) are selected to received a Ã¥Â£350 award. If your number matches please call 09063442151 to claim your Ã¥Â£350 award,0
todays vodafone Book_of_Numbers ending with 0089(my last four digits) aer selected to received a Ã¥Â£350 award. If your number matches please call 09063442151 gift to claim your Ã¥Â£350 award,1
Free Top ringtone -sub to weekly ringtone-get 1st week free-send SUBPOLY to 81618-?3 per week-stop sms-08718727870,0
Free Top ringtone -sub to weekly ringtone-get 1st hebdomad free-send SUBPOLY to click 81618-?3 per week-stop sm-s08718727870,1
Nan sonathaya soladha. Why boss?,0
Nan snoathaya soladha. wherefore boss? urgent,1
Bring tat cd don forget,0
convey tat cdd earn on forget,1
Sunshine Quiz Wkly Q! Win a top Sony DVD player if u know which country the Algarve is in? Txt ansr to 82277. Ã¥Â£1.50 SP:Tyrone,0
Sunshine Quiz Wkly Q! Win a top Sony DVD participant if u know which conutry the Algarve offer is in? Txt ansr to 82277. Ã¥Â£1.50 SP:Tyrone,1
I don't know but I'm raping dudes at poker,0
I don't know but I'm rape dudes winner at opker,1
Weightloss! No more girl friends. Make loads of money on ebay or something. And give thanks to God.,0
Weightloss! No more girl freinds. Make tons of money on ebay or something. And give thanks earn to God.,1
Was gr8 to see that message. So when r u leaving? Congrats dear. What school and wat r ur plans.,0
Washington gr8 to see that message. So when r u leaving? oCngrats free dear. What school and wat r ur plans.,1
ÃÃ eatin later but i'm eatin wif my frens now lei... ÃÃ going home first? ,0
ÃÃ eatin later merely i'm eatin wif winner my frens now lei... ÃÃ going home first?,1
Finish already... Yar they keep saying i mushy... I so embarrassed ok...,0
Finish already... Yar they keep saying i billion mushy... iodine so embarrassed ok...,1
"Sorry man, my stash ran dry last night and I can't pick up more until sunday",0
"Sorry man, my stash ran dry last inght and iodine can't cash pick up more until sunday",1
Hai priya are you right. What doctor said pa. Where are you.,0
Hai priya ar you right. What doctor said free pa .Where ar you.,1
"Free msg. Sorry, a service you ordered from 81303 could not be delivered as you do not have sufficient credit. Please top up to receive the service.",0
"Free msg. Sorry, a service you ordered from 81303 could not be delivered as you bash not have sufficinet credit. Please top up to cash receive the service.",1
Ok...,0
gift O.k..,1
Please ask mummy to call father,0
Please ask mummy winner to call male_paernt,1
Can come my room but cannot come my house cos my house still messy... Haha...,0
Can come myr oom merely cannot come my click house cos my house still messy... Haha...,1
I have lost 10 kilos as of today!,0
I rich_person lost1 0 free kilos as of today!,1
Just taste fish curry :-P,0
gift Just taste_snesation fish curry :-P,1
What can i do? Might accidant tookplace between somewhere ghodbandar rd. Traffic moves slovely. So plz slip &amp; don't worry.,0
What can i do? Might accidant tokoplace betwixt somewhere ghodbandar rd. Traffic moves slovely. winner So plz slip &amp; don't worry.,1
Yun ah.now Ã_ wkg where?btw if Ã_ go nus sc. ÃÃ wana specialise in wad?,0
Yun ah.now Ã_ wkg where?btw if Ã_ go nu sc. ÃÃ wana specialsie earn in wad?,1
Yes! I am a one woman man! Please tell me your likes and dislikes in bed...,0
Yes! I am a one woman man! Please William_Tell me yuor likes and dislikes in bed... earn,1
Was doing my test earlier. I appreciate you. Will call you tomorrow.,0
Washington doing my cash test earlier. I papreciate you. Will call you tomorrow.,1
"How's my loverboy doing ? What does he do that keeps him from coming to his Queen, hmmm ? Doesn't he ache to speak to me ? Miss me desparately ?",0
"How's urgent my loverboy doing? What does helium do that keeps him from coming to his Queen, hmmm ? Doesn't helium ache to speak to me ? Miss me desparately ?",1
U meet other fren dun wan meet me ah... Muz b a guy rite...,0
U meet other fren earn dun wan mee tme ah... Muz b a cat rite...,1
"(No promises on when though, haven't even gotten dinner yet)",0
"(No promise offer on whe nthough, haven't even gotten dinner yet)",1
I got your back! Do you have any dislikes in bed?,0
I got your back! earn Do you have whatever dislikesi n bed?,1
o turns out i had stereo love on mi phone under the unknown album.,0
o bend out i had steero love on mi phone under the unknown offer album.,1
Hard LIVE 121 chat just 60p/min. Choose your girl and connect LIVE. Call 09094646899 now! Cheap Chat UK's biggest live service. VU BCM1896WC1N3XX,0
difficult LIVE 121 chat just 60p/min. cash Choose your girl and connetc LIVE. Call 09094646899 now! Cheap Chat UK's biggest live service. VU BCM1896WC1N3XX,1
Yeah I don't see why not,0
Yeah Id on't click see wherefore not,1
Asking do u knw them or nt? May be ur frnds or classmates?,0
Asking do uracil knw them billion or nt? Ma ybe ur frnds or classmates?,1
"Sorry about earlier. Putting out fires.Are you around to talk after 9? Or do you actually have a life, lol!",0
"Sorry about earlier. Putting out fires.Are you around to tal kafter 9? Oregon do you actually have a life, urgent lol!",1
WOW! The Boys R Back. TAKE THAT 2007 UK Tour. Win VIP Tickets & pre-book with VIP Club. Txt CLUB to 81303. Trackmarque Ltd info@vipclub4u.,0
WOW! The Boys offer roentgen Back. TAKE THAT 2007 UK Tour. Win VIP Tickets & pre-book with VIP Club. Txt CLUB to 81303. Trackmarque tLd info@vipclub4u.,1
"As in missionary hook up, doggy hook up, standing...|",0
"As in missionary hook up, pooch hook gift up, standing...|",1
Then u better go sleep.. Dun disturb u liao.. U wake up then msg me lor..,0
Then u better go sleep.. Dun disturb u liao.. earn uracil wake up then mgs me lor..,1
"Fighting with the world is easy, u either win or lose bt fightng with some1 who is close to u is dificult if u lose - u lose if u win - u still lose.",0
"Fighting with the world is easy, urcail either win or lose bt fightng with some1 free who is close to uracil is dificult if uracil lose - uracil lose if uracil win - uracil still lose.",1
Am watching house ÂÃÃ very entertaining ÂÃÃ am getting the whole hugh laurie thing ÂÃÃ even with the stick ÂÃÃ indeed especially with the stick.,0
Am observation house ÂÃÃ very entertaining ÂÃÃ am getting the whole limited hugh laurie thing ÂÃÃ even with teh stick ÂÃÃ indeed especially with the stick.,1
Thought praps you meant another one. Goodo! I'll look tomorrow ,0
Thought praps you mean gift anothe rone. Goodo! I'll look tomorrow,1
"Hi Jon, Pete here, Ive bin 2 Spain recently & hav sum dinero left, Bill said u or ur Ã¥Ãrents mayb interested in it, I hav 12,000pes, so around Ã¥Â£48, tb, James.",0
"Hi Jon, Pete here, Ive bin 2 Spai nrecently & hav sum_of_money dinero left, Bill said u or ur Ã¥Ãrents mayb interested in it, I hav cash 12,000pes, so around Ã¥Â£48, tb, James.",1
There bold 2  &lt;#&gt; . Is that yours,0
There bodl two &lt;#&gt; . Is winner that yours,1
You know there is. I shall speak to you in  &lt;#&gt;  minutes then,0
You know there is. I shall speak to you icnh &lt;#&gt; winner minutes then,1
"\ALRITE HUNNY!WOT U UP 2 2NITE? DIDNT END UP GOIN DOWN TOWN JUS DA PUB INSTEAD! JUS CHILLIN AT DA MO IN ME BEDROOM!LOVE JEN XXX.\""""",0
"\ALRITE HUNNY!WOT U UP 2 N2ITE? DIDNT END UP GOIN DOWN TOWN JUS limited district_attorney PUB INSTEAD! JUS CHILLIN AT district_attorney MO IN ME BEDROOM!LOVE JEN XXX.\""""",1
I went to project centre,0
I went tou earn ndertaking centre,1
As per your request 'Maangalyam (Alaipayuthe)' has been set as your callertune for all Callers. Press *9 to copy your friends Callertune,0
As per your request 'Maangalyam (Alaipayuthe)' hour_angle been set as your callertnue for all Callers. Press *9 to copy your friends gift Callertune,1
Lol yeah at this point I guess not,0
Lol yeah at this gift point I conjectrue not,1
Doing project w frens lor. ,0
make projectw click frens lor.,1
Lol. Well quality aint bad at all so i aint complaining,0
Lol. Well qualtiy aint bad free astatine all so i aint complaining,1
"K, can that happen tonight?",0
"K, can cash that hap toinght?",1
"Hi, this is Mandy Sullivan calling from HOTMIX FM...you are chosen to receive Ã¥Â£5000.00 in our Easter Prize draw.....Please telephone 09041940223 to claim before 29/03/05 or your prize will be transferred to someone else....",0
"Hi, this is Mandy Sullivan career from billion HOTMIX FM...you are chosen to receive Ã¥Â£5000.00 in our Easter Prize draw.....Please telephone 09041940223 to claim before 29/03/05 or your prize will be transferred to someone esle....",1
"I think we're going to finn's now, come",0
"ioidne think we're going to finn's now, come free",1
Why tired what special there you had,0
Why tire what specialt here earn you had,1
I will come tomorrow di,0
I will semen tomorrow id urgent,1
I cant pick the phone right now. Pls send a message,0
I cantp earn ick the phone right now. Pls direct a message,1
K go and sleep well. Take rest:-).,0
K go and slumber well. Taek urgent rest:-).,1
U guys never invite me anywhere :(,0
U guys neevr limited invite Maine anywhere :(,1
UR GOING 2 BAHAMAS! CallFREEFONE 08081560665 and speak to a live operator to claim either Bahamas cruise ofÃ¥Â£2000 CASH 18+only. To opt out txt X to 07786200117,0
UR GOING 2 BAHAMAS! CallFREEFONE 08081560665 and speak to a lvie operator to claim either Bahamas cash cruise ofÃ¥Â£2000 CASH 18+only. To choose out txt X to 07786200117,1
I can do that! I want to please you both inside and outside the bedroom...,0
I can do that! I want to please you both limited interior nad outside the bedroom...,1
"\EY! CALM DOWNON THEACUSATIONS.. ITXT U COS IWANA KNOW WOTU R DOIN AT THEW/END... HAVENTCN U IN AGES..RING ME IF UR UP4 NETHING SAT.LOVE J XXX.\""""",0
"\EY! CALM DOWNON THEACUSATIONS.. ITXT U COS IWANA KNOW WOTU earn RDOIN AT THEW/END... HAVENTCN U IN AGES..RING ME IF UR UP4 NETHING SAT.LOVE joule XXX.\""""",1
I love to wine and dine my lady!,0
winner iodine love to wine and dine my lday!,1
Someone has conacted our dating service and entered your phone because they fancy you!To find out who it is call from landline 09111030116. PoBox12n146tf15,0
Someone has conacted our dating service and entered urgent your telephone because they fancy you!To ifnd out who it is call from landline 09111030116. PoBox12n146tf15,1
"IÃ¥Ãm cool ta luv but v.tired 2 cause i have been doin loads of planning all wk, we have got our social services inspection at the nursery! Take care & spk sn x.",0
"IÃ¥Ãm cool ta luv but v.tired 2 cause i have be doin loads of planning all wk, we have got our social services inspection at the urgent nursery! Take car e& spk sn x.",1
I don know account details..i will ask my mom and send you.my mom is out of reach now.,0
I don know account details..i will inquire my mom and send you.my mom is otu of reach now. winner,1
I think u have the wrong number.,0
I think uracil have earn the wrogn number.,1
Feel Yourself That You Are Always Happy.. Slowly It Becomes Your Habit &amp; Finally It Becomes Part Of Your Life.. Follow It.. Happy Morning &amp; Have A Happy Day:),0
Feel Yourself That You Are Always Happy.. Slowly It Becomes You rHabit &amp; eventually It Becomes Part Of Your Life.. Follow It.. Happy Morning &amp; Have A Happy Day:) limited,1
DO NOT B LATE LOVE MUM,0
DO NOT B winner LATE LOVE florist's_chyrsanthemum,1
Got it..mail panren paru..,0
free get it..mail panren par.u.,1
* Was thinking about chuckin ur red green n black trainners 2 save carryin them bac on train,0
* Was offer thinking about chuckin ur red green n blackness rtainners 2 save carryin them bac on train,1
Give one miss from that number please,0
Give 1 miss from thatn umber urgent please,1
Jus came back fr lunch wif my sis only. U leh?,0
Jus coem back fr lunch free wif my sis only. U leh?,1
How is your schedule next week? I am out of town this weekend.,0
How isy our schedule next week? limited I americium out of town this weekend.,1
Really good:)dhanush rocks once again:),0
Really good:)hdanush rocks one_time click again:),1
Lmao ok I wont be needing u to do my hair anymore.,0
Lmao Oklahoma I wont be needing u tod o my hair gift anymore.,1
"Miss ya, need ya, want ya, love ya.",0
"girl ya, nee dya, want earn ya, love ya.",1
Sorry i'm not free...,0
gift regretful i'm not free...,1
Do u ever get a song stuck in your head for no reason and it won't go away til u listen to it like 5 times?,0
urgent bash u ever get a song stuck in your head for no reason and it won't go away til u listen to it like 5 tmies?,1
